Symbol,CompanyName,Industry,MarketCap
VIRX,Viracta Therapeutics,Biotechnology,19339337
VISL,Vislink Technologies,Communication Equipment,11102340
VIST,Vista Energy,Oil & Gas E&P,2821957659
VITL,Vital Farms,Farm Products,632770983
VIV,TelefÃ´nica Brasil,Telecom Services,17841147980
VIVK,Vivakor,Oil & Gas E&P,24122860
VJET,voxeljet AG,Computer Hardware,15202846
VKTX,Viking Therapeutics,Biotechnology,1848535920
VLCN,Volcon,Auto Manufacturers,658225
VLD,Velo3D,Computer Hardware,136110834
VLGEA,Village Super Market,Grocery Stores,335461921
VLN,Valens Semiconductor,Semiconductors,232359305
VLO,Valero Energy,Oil & Gas Refining & Marketing,41787201220
VLRS,Controladora Vuela CompaÃ±Ã­a de AviaciÃ³n,Airlines,966595120
VLTO,Veralto,Pollution And Treatment Controls,18579012440
VLY,Valley National Bancorp,Banks - Regional,5051455800
VMAR,Vision Marine Technologies,Recreational Vehicles,16420028
VMC,Vulcan Materials Company,Building Materials,28704553974
VMCA,Valuence Merger I,Shell Companies,131422048
VMD,Viemed Healthcare,Medical Devices,309066670
VMEO,Vimeo,Software - Application,609381810
VMI,Valmont Industries,Conglomerates,4594469658
VNCE,Vince Holding,Apparel Manufacturing,15002760
VNDA,Vanda Pharmaceuticals,Biotechnology,216320320
VNET,VNET Group,Information Technology Services,438565482
VNO,Vornado Realty Trust,REIT - Office,5796754222
VNOM,Viper Energy Partners LP,Oil & Gas Midstream,2626529202
VNRX,VolitionRx,Diagnostics & Research,50099313
VNT,Vontier,Scientific & Technical Instruments,5284190720
VOC,VOC Energy Trust,Oil & Gas E&P,132430000
VOD,Vodafone Group,Telecom Services,24436270135
VOR,Vor Biopharma,Biotechnology,149172540
VOXR,Vox Royalty,Other Precious Metals & Mining,101026971
VOXX,VOXX International,Consumer Electronics,227079988
VOYA,Voya Financial,Financial Conglomerates,7596912960
VPG,Vishay Precision Group,Scientific & Technical Instruments,416010045
VRA,Vera Bradley,Footwear & Accessories,231788960
VRAR,The Glimpse Group,Software - Infrastructure,22387514
VRAX,Virax Biolabs Group,Biotechnology,2663216
VRCA,Verrica Pharmaceuticals,Biotechnology,161107418
VRDN,Viridian Therapeutics,Biotechnology,953910040
VRE,Veris Residential,REIT - Residential,1380555855
VREX,Varex Imaging,Medical Devices,797445000
VRM,Vroom,Auto & Truck Dealerships,96831963
VRME,VerifyMe,Security & Protection Services,11440622
VRNA,Verona Pharma,Biotechnology,1168722888
VRNS,Varonis Systems,Software - Infrastructure,4752529860
VRNT,Verint Systems,Software - Infrastructure,1798305378
VRPX,Virpax Pharmaceuticals,Biotechnology,4123434
VRRM,Verra Mobility,Infrastructure Operations,3564109020
VRSK,Verisk Analytics,Consulting Services,33770372040
VRSN,VeriSign,Software - Infrastructure,21744237000
VRT,Vertiv Holdings Co,Electrical Equipment & Parts,17981175880
VRTS,Virtus Investment Partners,Asset Management,1483269336
VRTX,Vertex Pharmaceuticals,Biotechnology,90227702450
VS,Versus Systems,Software - Application,1928551
VSAC,Vision Sensing Acquisition,Shell Companies,51044200
VSAT,Viasat,Communication Equipment,3010579260
VSCO,Victoria's Secret & Co.,Apparel Retail,2032666125
VSEC,VSE Corporation,Aerospace & Defense,961057719
VSH,Vishay Intertechnology,Semiconductors,2919908070
VSME,VS Media Holdings,Advertising Agencies,15224001
VST,Vistra,Utilities - Independent Power Producers,13215121920
VSTA,Vasta Platform,Education & Training Services,342997039
VSTM,Verastem,Biotechnology,185968064
VSTO,Vista Outdoor,Leisure,1623067136
VSTS,Vestis,Rental & Leasing Services,2486389500
VTAK,Catheter Precision,Medical Devices,3022563
VTEX,VTEX,Software - Application,1290818912
VTGN,VistaGen Therapeutics,Biotechnology,125656950
VTLE,Vital Energy,Oil & Gas E&P,1172424627
VTMX,"CorporaciÃ³n Inmobiliaria Vesta, S.A.B. de C.V.",Real Estate - Development,3048083800
VTNR,Vertex Energy,Oil & Gas Refining & Marketing,301116046
VTOL,Bristow Group,Oil & Gas Equipment & Services,729311720
VTR,Ventas,REIT - Healthcare Facilities,18799239946
VTRS,Viatris,Drug Manufacturers - Specialty & Generic,11792756100
VTRU,Vitru,Education & Training Services,445829316
VTS,Vitesse Energy,Oil & Gas E&P,661807629
VTSI,VirTra,Aerospace & Defense,96191049
VTVT,vTv Therapeutics,Biotechnology,23345051
VTYX,Ventyx Biosciences,Biotechnology,130327968
VUZI,Vuzix,Consumer Electronics,134887788
VVI,Viad Corp,Specialty Business Services,707075720
VVOS,Vivos Therapeutics,Medical Devices,20392614
VVPR,VivoPower International,Solar,4939899
VVV,Valvoline,Oil & Gas Refining & Marketing,4579282500
VVX,"V2X, Inc.",Aerospace & Defense,1343417905
VWE,Vintage Wine Estates,Beverages - Wineries & Distilleries,30475053
VXRT,Vaxart,Biotechnology,107567598
VYGR,Voyager Therapeutics,Biotechnology,341404304
VYNE,VYNE Therapeutics,Biotechnology,41732327
VYX,NCR Voyix,Information Technology Services,2170244000
VZ,Verizon Communications,Telecom Services,1.60807E+11
VZIO,VIZIO Holding,Consumer Electronics,1417983939
VZLA,Vizsla Silver,Other Industrial Metals & Mining,239193100
W,Wayfair,Internet Retail,6498916782
WAB,Westinghouse Air Brake Technologies,Railroads,21212425600
WABC,Westamerica Bancorporation,Banks - Regional,1439046000
WAFD,WaFd Inc,Banks - Regional,1980670000
WAFU,Wah Fu Education Group,Education & Training Services,8203642
WAL,Western Alliance Bancorporation,Banks - Regional,6194038920
WALD,Waldencast,Software - Application,1259388295
WASH,Washington Trust Bancorp,Banks - Regional,502584810
WAT,Waters,Diagnostics & Research,17273361780
WATT,Energous,Scientific & Technical Instruments,10420720
WAVD,WaveDancer,Information Technology Services,3586734
WAVE,Eco Wave Power Global AB (publ),Utilities - Renewable,7491623
WAVS,Western Acquisition Ventures,Shell Companies,38160279
WB,Weibo,Internet Content & Information,2209310629
WBA,Walgreens Boots Alliance,Pharmaceutical Retailers,20008271400
WBD,Warner Bros. Discovery,Entertainment,27970397900
WBS,Webster Financial,Banks - Regional,8240476500
WBUY,WeBuy Global,Internet Retail,59715024
WBX,Wallbox,Electronic Components,367385844
WCC,WESCO International,Industrial Distribution,8221192960
WCN,Waste Connections,Waste Management,35639756052
WD,Walker & Dunlop,Mortgage Finance,3125252186
WDAY,Workday,Software - Application,71633419727
WDC,Western Digital,Computer Hardware,15518269980
WDFC,WD-40 Company,Specialty Chemicals,3247371918
WDH,Waterdrop,Insurance - Diversified,479424177
WDS,Woodside Energy Group,Oil & Gas E&P,37227933631
WEAV,Weave Communications,Software - Application,697572402
WEC,WEC Energy Group,Utilities - Regulated Electric,26518621123
WEL,Integrated Wellness Acquisition,Shell Companies,60328334
WELL,Welltower,REIT - Healthcare Facilities,48550299978
WEN,The Wendy's Company,Restaurants,3945734670
WERN,Werner Enterprises,Trucking,2552912623
WES,"Western Midstream Partners, LP",Oil & Gas Midstream,10565725440
WEST,"Westrock Coffee Company, LLC",Packaged Foods,831089925
WETG,WeTrade Group,Software - Application,10421766
WEX,WEX Inc.,Software - Infrastructure,7711091039
WEYS,Weyco Group,Footwear & Accessories,278850123
WF,Woori Financial Group,Banks - Regional,7245358017
WFC,Wells Fargo & Company,Banks - Diversified,1.67419E+11
WFCF,Where Food Comes From,Software - Application,75285755
WFG,West Fraser Timber,Lumber & Wood Production,6036104031
WFRD,Weatherford International,Oil & Gas Equipment & Services,6215902134
WGO,Winnebago Industries,Recreational Vehicles,2099060026
WGS,GeneDx Holdings,Health Information Services,41673723
WH,Wyndham Hotels & Resorts,Lodging,6497576321
WHD,Cactus,Oil & Gas Equipment & Services,2680648155
WHF,WhiteHorse Finance,Asset Management,289144164
WHG,Westwood Holdings Group,Capital Markets,102248479
WHLM,Wilhelmina International,Specialty Business Services,24652085
WHLR,Wheeler Real Estate Investment Trust,REIT - Retail,7036476
WHR,Whirlpool,"Furnishings, Fixtures & Appliances",6110075670
WILC,G. Willi-Food International,Food Distribution,130898933
WIMI,WiMi Hologram Cloud,Advertising Agencies,69366400
WINA,Winmark,Specialty Retail,1557792033
WING,Wingstop,Restaurants,7270774982
WINT,Windtree Therapeutics,Biotechnology,4101586
WINV,WinVest Acquisition,Shell Companies,45586123
WIRE,Encore Wire,Electrical Equipment & Parts,3027945259
WISA,WiSA Technologies,Semiconductors,2329617
WISH,ContextLogic,Internet Retail,130849050
WIT,Wipro,Information Technology Services,26163572700
WIX,Wix.com,Software - Infrastructure,5897882298
WK,Workiva,Software - Application,4784298250
WKC,World Kinect,Oil & Gas Refining & Marketing,1257615602
WKEY,WISeKey International Holding AG,Semiconductors,17444187
WKHS,Workhorse Group,Auto Manufacturers,107500276
WKME,WalkMe,Software - Application,893056604
WKSP,Worksport,Auto Parts,29927898
WLDN,Willdan Group,Engineering & Construction,285900460
WLDS,Wearable Devices,Consumer Electronics,4833913
WLFC,Willis Lease Finance,Rental & Leasing Services,303112516
WLGS,WANG & LEE GROUP,Engineering & Construction,8047838
WLK,Westlake,Specialty Chemicals,16562224250
WLKP,Westlake Chemical Partners LP,Chemicals,766915737
WLY,John Wiley & Sons,Publishing,1677402731
WLYB,John Wiley & Sons,Publishing,276277380
WM,Waste Management,Waste Management,69478687500
WMB,The Williams Companies,Oil & Gas Midstream,43210080000
WMG,Warner Music Group,Entertainment,17394672012
WMK,Weis Markets,Grocery Stores,1684108824
WMPN,William Penn Bancorporation,Banks - Regional,125152698
WMS,Advanced Drainage Systems,Building Products & Equipment,9834301594
WMT,Walmart,Discount Stores,4.0615E+11
WNC,Wabash National,Farm & Heavy Construction Machinery,1139738929
WNEB,Western New England Bancorp,Banks - Regional,177610704
WNNR,Andretti Acquisition,Shell Companies,148318987
WNS,WNS (Holdings),Information Technology Services,2910984535
WNW,Meiwu Technology Company,Internet Retail,4570898
WOLF,Wolfspeed,Semiconductors,4972896000
WOOF,Petco Health and Wellness Company,Specialty Retail,765813420
WOR,Worthington Industries,Metal Fabrication,2556729518
WORX,SCWorx,Health Information Services,2446301
WOW,WideOpenWest,Telecom Services,332021819
WPC,W. P. Carey,REIT - Diversified,13680120320
WPM,Wheaton Precious Metals,Gold,21431240760
WPP,WPP plc,Advertising Agencies,9746395211
WPRT,Westport Fuel Systems,Auto Parts,118507500
WRAC,Williams Rowland Acquisition,Shell Companies,87479337
WRAP,Wrap Technologies,Scientific & Technical Instruments,125568328
WRB,W. R. Berkley,Insurance - Property & Casualty,18394009760
WRBY,Warby Parker,Medical Instruments & Supplies,1253885272
WRK,WestRock Company,Packaging & Containers,10556264040
WRLD,World Acceptance,Credit Services,772314658
WRN,Western Copper and Gold,Other Industrial Metals & Mining,208152320
WRNT,Warrantee,Software - Application,7586019
WS,Worthington Steel,,1304600000
WSBC,WesBanco,Banks - Regional,1729398579
WSBF,Waterstone Financial,Banks - Regional,261117054
WSC,WillScot Mobile Mini Holdings,Rental & Leasing Services,7722689000
WSFS,WSFS Financial,Banks - Regional,2519159212
WSM,Williams-Sonoma,Specialty Retail,12495989850
WSO,Watsco,Industrial Distribution,16147578810
WSR,Whitestone REIT,REIT - Retail,572216670
WST,West Pharmaceutical Services,Medical Instruments & Supplies,25322234928
WT,WisdomTree,Asset Management,974170800
WTBA,West Bancorporation,Banks - Regional,323296183
WTER,The Alkaline Water Company,Beverages - Non-Alcoholic,3944909
WTFC,Wintrust Financial,Banks - Regional,5589667720
WTI,W&T Offshore,Oil & Gas E&P,467571060
WTM,White Mountains Insurance Group,Insurance - Property & Casualty,3797454604
WTMA,Welsbach Technology Metals Acquisition,Shell Companies,47643481
WTO,UTime,Consumer Electronics,4143606
WTRG,Essential Utilities,Utilities - Regulated Water,9833976000
WTS,Watts Water Technologies,Specialty Industrial Machinery,6526838940
WTTR,Select Energy Services,Oil & Gas Equipment & Services,746124060
WTW,Willis Towers Watson,Insurance Brokers,25057071600
WU,The Western Union Company,Credit Services,4350446460
WULF,TeraWulf,Capital Markets,440874450
WVE,Wave Life Sciences,Biotechnology,446237820
WVVI,Willamette Valley Vineyards,Beverages - Wineries & Distilleries,25939669
WW,WW International,Personal Services,567010770
WWD,Woodward,Aerospace & Defense,8017286955
WWR,Westwater Resources,Other Industrial Metals & Mining,33833750
WWW,Wolverine World Wide,Footwear & Accessories,711020514
WY,Weyerhaeuser Company,REIT - Specialty,22535130870
WYNN,Wynn Resorts,Resorts & Casinos,9508923740
WYY,WidePoint,Information Technology Services,18306397
X,United States Steel,Steel,8007100100
XAIR,Beyond Air,Medical Devices,46839566
XBIO,Xenetic Biosciences,Biotechnology,6076288
XBIT,XBiotech,Biotechnology,126922290
XBP,XBP Europe Holdings,Shell Companies,123839208
XCUR,Exicure,Biotechnology,4473771
XEL,Xcel Energy,Utilities - Regulated Electric,33611112560
XELA,Exela Technologies,Software - Application,22087765
XELB,Xcel Brands,Apparel Manufacturing,25740130
XENE,Xenon Pharmaceuticals,Biotechnology,2886078159
XERS,Xeris Biopharma Holdings,Biotechnology,280393750
XFIN,ExcelFin Acquisition,Shell Companies,146332372
XFOR,X4 Pharmaceuticals,Biotechnology,147266267
XGN,Exagen,Diagnostics & Research,27102822
XHR,Xenia Hotels & Resorts,REIT - Hotel & Motel,1328688630
XIN,Xinyuan Real Estate Co.,Real Estate - Development,14854021
XLO,Xilio Therapeutics,Biotechnology,23328012
XMTR,Xometry,Specialty Industrial Machinery,1181585180
XNCR,Xencor,Biotechnology,1232722800
XNET,Xunlei,Advertising Agencies,98628368
XOM,Exxon Mobil,Oil & Gas Integrated,3.9881E+11
XOMA,XOMA Corporation,Biotechnology,183230410
XOS,"Xos, Inc.",Farm & Heavy Construction Machinery,1099316940
XP,XP Inc.,Capital Markets,13060823347
XPDB,Power & Digital Infrastructure Acquisition II,Shell Companies,113825750
XPEL,"XPEL, Inc.",Auto Parts,1357412770
XPER,Xperi Holding,Semiconductor Equipment & Materials,431180736
XPEV,XPeng,Auto Manufacturers,15408636937
XPL,Solitario Zinc,Other Industrial Metals & Mining,41733893
XPO,XPO Logistics,Integrated Freight & Logistics,9515584650
XPOF,Xponential Fitness,Leisure,560818694
XPON,Expion360,Electrical Equipment & Parts,39080105
XPRO,Expro Group Holdings,Oil & Gas Equipment & Services,1683321120
XRAY,DENTSPLY SIRONA,Medical Instruments & Supplies,6754096800
XRTX,XORTX Therapeutics,Biotechnology,43355177
XRX,Xerox Holdings,Information Technology Services,1848506240
XTLB,XTL Biopharmaceuticals,Biotechnology,5913320
XTNT,Xtant Medical Holdings,Medical Devices,165239700
XWEL,XWELL,Personal Services,8518504
XXII,22nd Century Group,Tobacco,7101986
XYF,X Financial,Credit Services,151748325
XYL,Xylem,Specialty Industrial Machinery,25645877640
YALA,Yalla Group,Software - Application,811383382
YCBD,cbdMD,Drug Manufacturers - Specialty & Generic,2141423
YELP,Yelp Inc.,Internet Content & Information,3001162824
YETI,YETI Holdings,Leisure,3986548110
YEXT,"Yext, Inc.",Software - Infrastructure,704734640
YGF,YanGuFang International Group Co.,Packaged Foods,95680000
YGMZ,MingZhu Logistics Holdings,Trucking,15416464
YHGJ,Yunhong Green CTI,Packaging & Containers,53457488
YI,"111, Inc.",Pharmaceutical Retailers,126946312
YJ,Yunji,Internet Retail,16275913
YMAB,Y-mAbs Therapeutics,Biotechnology,308840928
YMM,Full Truck Alliance,Software - Application,7504543963
YORW,The York Water Company,Utilities - Regulated Water,561700996
YOSH,Yoshiharu Global Co.,Restaurants,6367710
YOTA,Yotta Acquisition,Shell Companies,41696906
YOU,Clear Secure,Software - Application,3281463575
YPF,YPF SA,Oil & Gas Integrated,17752641002
YQ,17 Education & Technology Group,Education & Training Services,14434162
YRD,Yiren Digital,Credit Services,255168544
YS,YS Biopharma Co.,Biotechnology,51051729
YSG,Yatsen Holding,Specialty Retail,416239685
YTEN,Yield10 Bioscience,Agricultural Inputs,2982071
YTRA,Yatra Online,Travel Services,100378669
YUM,Yum! Brands,Restaurants,34853496720
YUMC,Yum China Holdings,Restaurants,16508931140
YY,JOYY Inc.,Internet Content & Information,2263514236
Z,Zillow Group,Internet Content & Information,10735700992
ZAPP,Zapp Electric Vehicles Group,Auto Manufacturers,13311672
ZBH,Zimmer Biomet Holdings,Medical Devices,24490832400
ZBRA,Zebra Technologies,Communication Equipment,12127542348
ZCMD,Zhongchao,Health Information Services,20176841
ZD,Ziff Davis,Advertising Agencies,2908538600
ZDGE,Zedge,Internet Content & Information,26553216
ZENV,Zenvia,Software - Infrastructure,18978855
ZEPP,Zepp Health,Consumer Electronics,92167531
ZETA,Zeta Global Holdings,Software - Application,1692792471
ZEUS,Olympic Steel,Steel,624644575
ZFOX,ZeroFox Holdings,Software - Infrastructure,72022800
ZG,Zillow Group,Internet Content & Information,10733137920
ZGN,Ermenegildo Zegna,Apparel Manufacturing,2965470230
ZH,Zhihu,Internet Content & Information,589233071
ZI,ZoomInfo Technologies,Software - Application,6096190480
ZIM,ZIM Integrated Shipping Services,Marine Shipping,884554240
ZIMV,ZimVie,Medical Devices,296915460
ZION,"Zions Bancorporation,NA",Banks - Regional,5767440570
ZIP,ZipRecruiter,Staffing & Employment Services,1294734784
ZIVO,ZIVO Bioscience,Biotechnology,1692154
ZJYL,Jin Medical International,Medical Instruments & Supplies,188766353
ZKIN,ZK International Group Co.,Steel,31000758
ZLAB,Zai Lab,Biotechnology,2683954771
ZLS,Zalatoris II Acquisition,Shell Companies,126892848
ZM,Zoom Video Communications,Software - Application,22235224474
ZNTL,Zentalis Pharmaceuticals,Biotechnology,917124768
